route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,wheelchair_accessible,bikes_allowed
13,10_7,1582786155-10,NAVETTE B,13,1,,
13,10_7,1582786141-10,NAVETTE A,13,0,,
13,10_7,1582786145-10,NAVETTE B,13,1,,
13,10_7,1582786142-10,NAVETTE A,13,0,,
13,10_7,1582786156-10,NAVETTE B,13,1,,
13,10_7,1582786143-10,NAVETTE A,13,0,,
13,10_7,1582786042-10,NAVETTE B,13,1,,
13,10_7,1582786144-10,NAVETTE A,13,0,,
13,10_7,1582786150-10,NAVETTE B,13,1,,
13,10_7,1582786146-10,NAVETTE A,13,0,,
13,10_7,1582786009-10,NAVETTE B,13,1,,
13,10_7,1582786147-10,NAVETTE A,13,0,,
13,10_7,1582786121-10,NAVETTE B,13,1,,
13,10_7,1582786148-10,NAVETTE A,13,0,,
13,10_7,1582786077-10,NAVETTE B,13,1,,
13,10_7,1582786149-10,NAVETTE A,13,0,,
13,10_7,1582786137-10,NAVETTE B,13,1,,
13,10_7,1582786151-10,NAVETTE A,13,0,,
13,10_7,1582786140-10,NAVETTE B,13,1,,
13,10_7,1582786152-10,NAVETTE A,13,0,,
13,10_7,1582786139-10,NAVETTE B,13,1,,
13,10_7,1582786153-10,NAVETTE A,13,0,,
13,10_7,1582786138-10,NAVETTE B,13,1,,
13,10_7,1582786154-10,NAVETTE A,13,0,,
13,10_7,1582786158-10,CAMPUS AGROPOLIS,13,1,,
13,10_7,1582786157-10,NAVETTE A,13,0,,
13,10_7,1582786122-10,CAMPUS AGROPOLIS,13,1,,
13,10_7,1582786129-10,NAVETTE A,13,0,,
13,10_7,1582786123-10,CAMPUS AGROPOLIS,13,1,,
13,10_7,1582786130-10,NAVETTE A,13,0,,
13,10_7,1582786124-10,CAMPUS AGROPOLIS,13,1,,
13,10_7,1582786131-10,NAVETTE A,13,0,,
13,10_7,1582786125-10,CAMPUS AGROPOLIS,13,1,,
13,10_7,1582786132-10,NAVETTE A,13,0,,
13,10_7,1582786126-10,CAMPUS AGROPOLIS,13,1,,
13,10_7,1582786133-10,NAVETTE A,13,0,,
13,10_7,1582786127-10,CAMPUS AGROPOLIS,13,1,,
13,10_7,1582786134-10,NAVETTE A,13,0,,
13,10_7,1582786128-10,CAMPUS AGROPOLIS,13,1,,
13,10_8,1582774859-10,NAVETTE B,13,1,,
13,10_8,1582774822-10,NAVETTE A,13,0,,
13,10_8,1582774850-10,NAVETTE B,13,1,,
13,10_8,1582774823-10,NAVETTE A,13,0,,
13,10_8,1582774860-10,NAVETTE B,13,1,,
13,10_8,1582774861-10,NAVETTE A,13,0,,
13,10_8,1582774862-10,NAVETTE B,13,1,,
13,10_8,1582774858-10,NAVETTE A,13,0,,
13,10_8,1582774852-10,NAVETTE B,13,1,,
13,10_8,1582774863-10,NAVETTE A,13,0,,
13,10_8,1582774807-10,NAVETTE B,13,1,,
13,10_8,1582774865-10,NAVETTE A,13,0,,
13,10_8,1582774808-10,NAVETTE B,13,1,,
13,10_8,1582774854-10,NAVETTE A,13,0,,
13,10_8,1582774866-10,NAVETTE B,13,1,,
13,10_8,1582774803-10,NAVETTE A,13,0,,
13,10_8,1582774853-10,NAVETTE B,13,1,,
13,10_8,1582774847-10,NAVETTE A,13,0,,
13,10_8,1582774846-10,NAVETTE B,13,1,,
13,10_8,1582774867-10,NAVETTE A,13,0,,
13,10_8,1582774809-10,NAVETTE B,13,1,,
13,10_8,1582774868-10,NAVETTE A,13,0,,
13,10_8,1582774810-10,NAVETTE B,13,1,,
13,10_8,1582774804-10,NAVETTE A,13,0,,
13,10_8,1582774811-10,NAVETTE B,13,1,,
13,10_8,1582774869-10,NAVETTE A,13,0,,
13,10_8,1582774812-10,NAVETTE B,13,1,,
13,10_8,1582774805-10,NAVETTE A,13,0,,
13,10_8,1582774813-10,NAVETTE B,13,1,,
13,10_8,1582774806-10,NAVETTE A,13,0,,
13,10_8,1582774814-10,NAVETTE B,13,1,,
13,10_8,1582774871-10,NAVETTE A,13,0,,
13,10_8,1582774843-10,NAVETTE B,13,1,,
13,10_8,1582774844-10,NAVETTE A,13,0,,
13,10_8,1582774872-10,NAVETTE B,13,1,,
13,10_8,1582774834-10,NAVETTE A,13,0,,
13,10_8,1582774836-10,NAVETTE B,13,1,,
13,10_8,1582774837-10,NAVETTE A,13,0,,
13,10_8,1582774839-10,NAVETTE B,13,1,,
13,10_8,1582774818-10,NAVETTE A,13,0,,
13,10_8,1582774873-10,NAVETTE B,13,1,,
13,10_8,1582774824-10,NAVETTE A,13,0,,
13,10_8,1582774825-10,NAVETTE B,13,1,,
13,10_8,1582774835-10,NAVETTE A,13,0,,
13,10_8,1582774815-10,NAVETTE B,13,1,,
13,10_8,1582774819-10,NAVETTE A,13,0,,
13,10_8,1582774816-10,NAVETTE B,13,1,,
13,10_8,1582774841-10,NAVETTE A,13,0,,
13,10_8,1582774817-10,NAVETTE B,13,1,,
13,10_8,1582774820-10,NAVETTE A,13,0,,
13,10_8,1582774851-10,NAVETTE B,13,1,,
13,10_8,1582774849-10,NAVETTE A,13,0,,
13,10_8,1582774842-10,NAVETTE B,13,1,,
13,10_8,1582774840-10,NAVETTE A,13,0,,
13,10_8,1582774848-10,NAVETTE B,13,1,,
13,10_8,1582774821-10,NAVETTE A,13,0,,
13,10_8,1582774874-10,NAVETTE B,13,1,,
13,10_8,1582774875-10,NAVETTE A,13,0,,
13,10_8,1582774838-10,CAMPUS AGROPOLIS,13,1,,
13,10_8,1582774828-10,NAVETTE A,13,0,,
13,10_8,1582774845-10,CAMPUS AGROPOLIS,13,1,,
13,10_8,1582774829-10,NAVETTE A,13,0,,
13,10_8,1582774870-10,CAMPUS AGROPOLIS,13,1,,
13,10_8,1582774830-10,NAVETTE A,13,0,,
13,10_8,1582774864-10,CAMPUS AGROPOLIS,13,1,,
13,10_8,1582774831-10,NAVETTE A,13,0,,
13,10_8,1582774857-10,CAMPUS AGROPOLIS,13,1,,
13,10_8,1582774856-10,NAVETTE A,13,0,,
13,10_8,1582774855-10,CAMPUS AGROPOLIS,13,1,,
13,10_8,1582774832-10,NAVETTE A,13,0,,
13,10_8,1582774826-10,CAMPUS AGROPOLIS,13,1,,
13,10_8,1582774833-10,NAVETTE A,13,0,,
13,10_8,1582774827-10,CAMPUS AGROPOLIS,13,1,,
14,10_4,1582794971-10,LEON BLUM,14,1,,
14,10_4,1582794924-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794972-10,LEON BLUM,14,1,,
14,10_4,1582794925-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794973-10,LEON BLUM,14,1,,
14,10_4,1582794926-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794974-10,LEON BLUM,14,1,,
14,10_4,1582794927-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794975-10,LEON BLUM,14,1,,
14,10_4,1582794928-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794976-10,LEON BLUM,14,1,,
14,10_4,1582794929-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794977-10,LEON BLUM,14,1,,
14,10_4,1582794930-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794978-10,LEON BLUM,14,1,,
14,10_4,1582794931-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794979-10,LEON BLUM,14,1,,
14,10_4,1582794932-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794980-10,LEON BLUM,14,1,,
14,10_4,1582794933-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794981-10,LEON BLUM,14,1,,
14,10_4,1582794934-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794982-10,LEON BLUM,14,1,,
14,10_4,1582794935-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794983-10,LEON BLUM,14,1,,
14,10_4,1582794936-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794984-10,LEON BLUM,14,1,,
14,10_4,1582794937-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794985-10,LEON BLUM,14,1,,
14,10_4,1582794938-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794986-10,LEON BLUM,14,1,,
14,10_4,1582794939-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794987-10,LEON BLUM,14,1,,
14,10_4,1582794940-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794988-10,LEON BLUM,14,1,,
14,10_4,1582794941-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794989-10,LEON BLUM,14,1,,
14,10_4,1582794942-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794990-10,LEON BLUM,14,1,,
14,10_4,1582794943-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794991-10,LEON BLUM,14,1,,
14,10_4,1582794944-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794992-10,LEON BLUM,14,1,,
14,10_4,1582794945-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794993-10,LEON BLUM,14,1,,
14,10_4,1582794946-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794994-10,LEON BLUM,14,1,,
14,10_4,1582794947-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794995-10,LEON BLUM,14,1,,
14,10_4,1582794948-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794996-10,LEON BLUM,14,1,,
14,10_4,1582794949-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794997-10,LEON BLUM,14,1,,
14,10_4,1582794950-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794998-10,LEON BLUM,14,1,,
14,10_4,1582794951-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794999-10,LEON BLUM,14,1,,
14,10_4,1582794952-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795000-10,LEON BLUM,14,1,,
14,10_4,1582794953-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795001-10,LEON BLUM,14,1,,
14,10_4,1582794954-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795002-10,LEON BLUM,14,1,,
14,10_4,1582794955-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795003-10,LEON BLUM,14,1,,
14,10_4,1582794956-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795004-10,LEON BLUM,14,1,,
14,10_4,1582794957-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795005-10,LEON BLUM,14,1,,
14,10_4,1582794958-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795006-10,LEON BLUM,14,1,,
14,10_4,1582794959-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795007-10,LEON BLUM,14,1,,
14,10_4,1582794960-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794966-10,LEON BLUM,14,1,,
14,10_4,1582794961-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794967-10,LEON BLUM,14,1,,
14,10_4,1582794962-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794969-10,LEON BLUM,14,1,,
14,10_4,1582794963-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794964-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794968-10,LEON BLUM,14,1,,
14,10_4,1582794970-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582794965-10,LEON BLUM,14,1,,
14,10_4,1582795014-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795015-10,LEON BLUM,14,1,,
14,10_4,1582795012-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795013-10,LEON BLUM,14,1,,
14,10_4,1582795010-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795011-10,LEON BLUM,14,1,,
14,10_4,1582795008-10,PL. DE L'EUROPE,14,0,,
14,10_4,1582795009-10,LEON BLUM,14,1,,
14,10_7,1582784404-10,LEON BLUM,14,1,,
14,10_7,1582784405-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784406-10,LEON BLUM,14,1,,
14,10_7,1582784407-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784408-10,LEON BLUM,14,1,,
14,10_7,1582784413-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784409-10,LEON BLUM,14,1,,
14,10_7,1582784414-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784410-10,LEON BLUM,14,1,,
14,10_7,1582784425-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784427-10,LEON BLUM,14,1,,
14,10_7,1582784428-10,LEON BLUM,14,1,,
14,10_7,1582784458-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784429-10,LEON BLUM,14,1,,
14,10_7,1582784459-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784430-10,LEON BLUM,14,1,,
14,10_7,1582784460-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784431-10,LEON BLUM,14,1,,
14,10_7,1582784461-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784432-10,LEON BLUM,14,1,,
14,10_7,1582784462-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784433-10,LEON BLUM,14,1,,
14,10_7,1582784463-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784434-10,LEON BLUM,14,1,,
14,10_7,1582784464-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784435-10,LEON BLUM,14,1,,
14,10_7,1582784465-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784436-10,LEON BLUM,14,1,,
14,10_7,1582784466-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784437-10,LEON BLUM,14,1,,
14,10_7,1582784467-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784438-10,LEON BLUM,14,1,,
14,10_7,1582784468-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784439-10,LEON BLUM,14,1,,
14,10_7,1582784469-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784470-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784440-10,LEON BLUM,14,1,,
14,10_7,1582784441-10,LEON BLUM,14,1,,
14,10_7,1582784471-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784472-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784442-10,LEON BLUM,14,1,,
14,10_7,1582784443-10,LEON BLUM,14,1,,
14,10_7,1582784473-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784444-10,LEON BLUM,14,1,,
14,10_7,1582784474-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784445-10,LEON BLUM,14,1,,
14,10_7,1582784475-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784446-10,LEON BLUM,14,1,,
14,10_7,1582784476-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784447-10,LEON BLUM,14,1,,
14,10_7,1582784477-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784448-10,LEON BLUM,14,1,,
14,10_7,1582784478-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784449-10,LEON BLUM,14,1,,
14,10_7,1582784479-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784450-10,LEON BLUM,14,1,,
14,10_7,1582784480-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784481-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784451-10,LEON BLUM,14,1,,
14,10_7,1582784452-10,LEON BLUM,14,1,,
14,10_7,1582784482-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784453-10,LEON BLUM,14,1,,
14,10_7,1582784483-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784454-10,LEON BLUM,14,1,,
14,10_7,1582784484-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784485-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784455-10,LEON BLUM,14,1,,
14,10_7,1582784426-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784456-10,LEON BLUM,14,1,,
14,10_7,1582784486-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784457-10,LEON BLUM,14,1,,
14,10_7,1582784416-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784411-10,LEON BLUM,14,1,,
14,10_7,1582784415-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784412-10,LEON BLUM,14,1,,
14,10_7,1582784423-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784424-10,LEON BLUM,14,1,,
14,10_7,1582784421-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784422-10,LEON BLUM,14,1,,
14,10_7,1582784419-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784420-10,LEON BLUM,14,1,,
14,10_7,1582784417-10,PL. DE L'EUROPE,14,0,,
14,10_7,1582784418-10,LEON BLUM,14,1,,
14,10_8,1582774431-10,LEON BLUM,14,1,,
14,10_8,1582774408-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774432-10,LEON BLUM,14,1,,
14,10_8,1582774409-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774433-10,LEON BLUM,14,1,,
14,10_8,1582774410-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774434-10,LEON BLUM,14,1,,
14,10_8,1582774411-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774435-10,LEON BLUM,14,1,,
14,10_8,1582774412-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774436-10,LEON BLUM,14,1,,
14,10_8,1582774413-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774437-10,LEON BLUM,14,1,,
14,10_8,1582774414-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774415-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774438-10,LEON BLUM,14,1,,
14,10_8,1582774439-10,LEON BLUM,14,1,,
14,10_8,1582774416-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774440-10,LEON BLUM,14,1,,
14,10_8,1582774417-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774441-10,LEON BLUM,14,1,,
14,10_8,1582774418-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774442-10,LEON BLUM,14,1,,
14,10_8,1582774419-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774443-10,LEON BLUM,14,1,,
14,10_8,1582774420-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774421-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774444-10,LEON BLUM,14,1,,
14,10_8,1582774445-10,LEON BLUM,14,1,,
14,10_8,1582774422-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774446-10,LEON BLUM,14,1,,
14,10_8,1582774423-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774447-10,LEON BLUM,14,1,,
14,10_8,1582774424-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774448-10,LEON BLUM,14,1,,
14,10_8,1582774425-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774449-10,LEON BLUM,14,1,,
14,10_8,1582774426-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774427-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774450-10,LEON BLUM,14,1,,
14,10_8,1582774428-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774452-10,LEON BLUM,14,1,,
14,10_8,1582774451-10,LEON BLUM,14,1,,
14,10_8,1582774429-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774430-10,PL. DE L'EUROPE,14,0,,
14,10_8,1582774453-10,LEON BLUM,14,1,,
15,10_4,1582796473-10,ODYSSEUM,15,1,,
15,10_4,1582796487-10,SABINES,15,0,,
15,10_4,1582796494-10,ODYSSEUM,15,1,,
15,10_4,1582796474-10,SABINES,15,0,,
15,10_4,1582796486-10,ODYSSEUM,15,1,,
15,10_4,1582796475-10,SABINES,15,0,,
15,10_4,1582796524-10,ODYSSEUM,15,1,,
15,10_4,1582796485-10,SABINES,15,0,,
15,10_4,1582796525-10,ODYSSEUM,15,1,,
15,10_4,1582796476-10,SABINES,15,0,,
15,10_4,1582796526-10,ODYSSEUM,15,1,,
15,10_4,1582796477-10,SABINES,15,0,,
15,10_4,1582796527-10,ODYSSEUM,15,1,,
15,10_4,1582796478-10,SABINES,15,0,,
15,10_4,1582796528-10,ODYSSEUM,15,1,,
15,10_4,1582796479-10,SABINES,15,0,,
15,10_4,1582796529-10,ODYSSEUM,15,1,,
15,10_4,1582796480-10,SABINES,15,0,,
15,10_4,1582796530-10,ODYSSEUM,15,1,,
15,10_4,1582796481-10,SABINES,15,0,,
15,10_4,1582796531-10,ODYSSEUM,15,1,,
15,10_4,1582796519-10,SABINES,15,0,,
15,10_4,1582796532-10,ODYSSEUM,15,1,,
15,10_4,1582796482-10,SABINES,15,0,,
15,10_4,1582796533-10,ODYSSEUM,15,1,,
15,10_4,1582796520-10,SABINES,15,0,,
15,10_4,1582796534-10,ODYSSEUM,15,1,,
15,10_4,1582796483-10,SABINES,15,0,,
15,10_4,1582796535-10,ODYSSEUM,15,1,,
15,10_4,1582796518-10,SABINES,15,0,,
15,10_4,1582796536-10,ODYSSEUM,15,1,,
15,10_4,1582796498-10,SABINES,15,0,,
15,10_4,1582796537-10,ODYSSEUM,15,1,,
15,10_4,1582796522-10,SABINES,15,0,,
15,10_4,1582796538-10,ODYSSEUM,15,1,,
15,10_4,1582796508-10,SABINES,15,0,,
15,10_4,1582796539-10,ODYSSEUM,15,1,,
15,10_4,1582796495-10,SABINES,15,0,,
15,10_4,1582796540-10,ODYSSEUM,15,1,,
15,10_4,1582796496-10,SABINES,15,0,,
15,10_4,1582796541-10,ODYSSEUM,15,1,,
15,10_4,1582796497-10,SABINES,15,0,,
15,10_4,1582796542-10,ODYSSEUM,15,1,,
15,10_4,1582796523-10,SABINES,15,0,,
15,10_4,1582796543-10,ODYSSEUM,15,1,,
15,10_4,1582796499-10,SABINES,15,0,,
15,10_4,1582796544-10,ODYSSEUM,15,1,,
15,10_4,1582796500-10,SABINES,15,0,,
15,10_4,1582796545-10,ODYSSEUM,15,1,,
15,10_4,1582796501-10,SABINES,15,0,,
15,10_4,1582796546-10,ODYSSEUM,15,1,,
15,10_4,1582796502-10,SABINES,15,0,,
15,10_4,1582796547-10,ODYSSEUM,15,1,,
15,10_4,1582796503-10,SABINES,15,0,,
15,10_4,1582796548-10,ODYSSEUM,15,1,,
15,10_4,1582796504-10,SABINES,15,0,,
15,10_4,1582796549-10,ODYSSEUM,15,1,,
15,10_4,1582796505-10,SABINES,15,0,,
15,10_4,1582796550-10,ODYSSEUM,15,1,,
15,10_4,1582796506-10,SABINES,15,0,,
15,10_4,1582796551-10,ODYSSEUM,15,1,,
15,10_4,1582796507-10,SABINES,15,0,,
15,10_4,1582796552-10,ODYSSEUM,15,1,,
15,10_4,1582796521-10,SABINES,15,0,,
15,10_4,1582796553-10,ODYSSEUM,15,1,,
15,10_4,1582796509-10,SABINES,15,0,,
15,10_4,1582796554-10,ODYSSEUM,15,1,,
15,10_4,1582796510-10,SABINES,15,0,,
15,10_4,1582796555-10,ODYSSEUM,15,1,,
15,10_4,1582796511-10,SABINES,15,0,,
15,10_4,1582796556-10,ODYSSEUM,15,1,,
15,10_4,1582796512-10,SABINES,15,0,,
15,10_4,1582796557-10,ODYSSEUM,15,1,,
15,10_4,1582796513-10,SABINES,15,0,,
15,10_4,1582796488-10,ODYSSEUM,15,1,,
15,10_4,1582796561-10,SABINES,15,0,,
15,10_4,1582796490-10,ODYSSEUM,15,1,,
15,10_4,1582796514-10,SABINES,15,0,,
15,10_4,1582796489-10,ODYSSEUM,15,1,,
15,10_4,1582796515-10,SABINES,15,0,,
15,10_4,1582796493-10,ODYSSEUM,15,1,,
15,10_4,1582796516-10,SABINES,15,0,,
15,10_4,1582796491-10,ODYSSEUM,15,1,,
15,10_4,1582796517-10,SABINES,15,0,,
15,10_4,1582796492-10,ODYSSEUM,15,1,,
15,10_4,1582796484-10,SABINES,15,0,,
15,10_4,1582796558-10,ODYSSEUM,15,1,,
15,10_4,1582796559-10,SABINES,15,0,,
15,10_4,1582796560-10,SABINES,15,0,,
15,10_7,1582785861-10,ODYSSEUM,15,1,,
15,10_7,1582785819-10,SABINES,15,0,,
15,10_7,1582785902-10,ODYSSEUM,15,1,,
15,10_7,1582785860-10,SABINES,15,0,,
15,10_7,1582785820-10,SABINES,15,0,,
15,10_7,1582785862-10,ODYSSEUM,15,1,,
15,10_7,1582785863-10,ODYSSEUM,15,1,,
15,10_7,1582785821-10,SABINES,15,0,,
15,10_7,1582785864-10,ODYSSEUM,15,1,,
15,10_7,1582785822-10,SABINES,15,0,,
15,10_7,1582785865-10,ODYSSEUM,15,1,,
15,10_7,1582785823-10,SABINES,15,0,,
15,10_7,1582785866-10,ODYSSEUM,15,1,,
15,10_7,1582785824-10,SABINES,15,0,,
15,10_7,1582785867-10,ODYSSEUM,15,1,,
15,10_7,1582785825-10,SABINES,15,0,,
15,10_7,1582785868-10,ODYSSEUM,15,1,,
15,10_7,1582785827-10,SABINES,15,0,,
15,10_7,1582785869-10,ODYSSEUM,15,1,,
15,10_7,1582785828-10,SABINES,15,0,,
15,10_7,1582785870-10,ODYSSEUM,15,1,,
15,10_7,1582785829-10,SABINES,15,0,,
15,10_7,1582785871-10,ODYSSEUM,15,1,,
15,10_7,1582785826-10,SABINES,15,0,,
15,10_7,1582785872-10,ODYSSEUM,15,1,,
15,10_7,1582785830-10,SABINES,15,0,,
15,10_7,1582785873-10,ODYSSEUM,15,1,,
15,10_7,1582785831-10,SABINES,15,0,,
15,10_7,1582785874-10,ODYSSEUM,15,1,,
15,10_7,1582785832-10,SABINES,15,0,,
15,10_7,1582785875-10,ODYSSEUM,15,1,,
15,10_7,1582785833-10,SABINES,15,0,,
15,10_7,1582785876-10,ODYSSEUM,15,1,,
15,10_7,1582785834-10,SABINES,15,0,,
15,10_7,1582785877-10,ODYSSEUM,15,1,,
15,10_7,1582785835-10,SABINES,15,0,,
15,10_7,1582785878-10,ODYSSEUM,15,1,,
15,10_7,1582785836-10,SABINES,15,0,,
15,10_7,1582785879-10,ODYSSEUM,15,1,,
15,10_7,1582785837-10,SABINES,15,0,,
15,10_7,1582785880-10,ODYSSEUM,15,1,,
15,10_7,1582785838-10,SABINES,15,0,,
15,10_7,1582785881-10,ODYSSEUM,15,1,,
15,10_7,1582785839-10,SABINES,15,0,,
15,10_7,1582785882-10,ODYSSEUM,15,1,,
15,10_7,1582785840-10,SABINES,15,0,,
15,10_7,1582785883-10,ODYSSEUM,15,1,,
15,10_7,1582785841-10,SABINES,15,0,,
15,10_7,1582785884-10,ODYSSEUM,15,1,,
15,10_7,1582785842-10,SABINES,15,0,,
15,10_7,1582785885-10,ODYSSEUM,15,1,,
15,10_7,1582785843-10,SABINES,15,0,,
15,10_7,1582785886-10,ODYSSEUM,15,1,,
15,10_7,1582785844-10,SABINES,15,0,,
15,10_7,1582785901-10,ODYSSEUM,15,1,,
15,10_7,1582785845-10,SABINES,15,0,,
15,10_7,1582785887-10,ODYSSEUM,15,1,,
15,10_7,1582785846-10,SABINES,15,0,,
15,10_7,1582785888-10,ODYSSEUM,15,1,,
15,10_7,1582785847-10,SABINES,15,0,,
15,10_7,1582785889-10,ODYSSEUM,15,1,,
15,10_7,1582785848-10,SABINES,15,0,,
15,10_7,1582785890-10,ODYSSEUM,15,1,,
15,10_7,1582785849-10,SABINES,15,0,,
15,10_7,1582785891-10,ODYSSEUM,15,1,,
15,10_7,1582785850-10,SABINES,15,0,,
15,10_7,1582785892-10,ODYSSEUM,15,1,,
15,10_7,1582785851-10,SABINES,15,0,,
15,10_7,1582785893-10,ODYSSEUM,15,1,,
15,10_7,1582785852-10,SABINES,15,0,,
15,10_7,1582785894-10,ODYSSEUM,15,1,,
15,10_7,1582785853-10,SABINES,15,0,,
15,10_7,1582785895-10,ODYSSEUM,15,1,,
15,10_7,1582785854-10,SABINES,15,0,,
15,10_7,1582785896-10,ODYSSEUM,15,1,,
15,10_7,1582785855-10,SABINES,15,0,,
