stop_id,stop_code,stop_name,tts_stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
53,1212,Hauts de Massane,"HAUTS DE MASSANE",43.63612,3.82278,,,1
54,1213,Gémeaux,"GéMEAUX",43.632835,3.822484,,,1
60,1223,Renaudel,"RENAUDEL",43.614597,3.828159,,,1
61,1224,Marie Curie,"MARIE CURIE",43.614746,3.831058,,,1
62,1225,Petit Bard,"PETIT BARD",43.614574,3.8351,,,1
63,1226,Tonnelles,"TONNELLES",43.613899,3.838225,,,1
79,2125,Ambroise Paré,"AMBROISE PARé",43.638031,3.847672,,,1
80,2126,Route de Ganges,"Route DE GANGES",43.642982,3.84529,,,1
81,2127,Antennes,"ANTENNES",43.644756,3.841983,,,1
82,2128,Val d'Aurelle,"VAL D'AURELLE",43.642727,3.835913,,,1
83,2129,Puech Villa,"PUèCHe, VILLA",43.640083,3.829394,,,1
92,2202,Euromédecine,"euro médecinne",43.638859,3.827567,,,1
93,2203,Puech Villa,"PUèCHe, VILLA",43.639713,3.829694,,,1
94,2204,Val d'Aurelle,"VAL D'AURELLE",43.642773,3.836446,,,1
95,2205,Antennes,"ANTENNES",43.644688,3.842228,,,1
96,2206,Route de Ganges,"Route DE GANGES",43.642841,3.845138,,,1
101,3101,Tournezy,"TOURNEZY",43.579121,3.877844,,,1
102,3102,Mas Saint-Pierre,"MAS, Saint PIERRE",43.582111,3.879867,,,1
105,3105,Saporta,"SAPORTA",43.584606,3.888269,,,1
106,3106,Mas Argelliers,"MAS ARGELLIERS",43.586811,3.88943,,,1
107,3107,Garcia Lorca,"garcia lorca",43.591152,3.890178,,,1
108,3108,Cité de l'Arme,"CITé DE L'ARME",43.593273,3.889568,,,1
109,3109,Lucullus,"LUCULLUS",43.594826,3.888546,,,1
110,3110,Frédéric Fabrège,"frédéric, FABRèGES",43.597343,3.886611,,,1
111,3111,Iris,"IRIS",43.599014,3.88537,,,1
112,3112,Cité Mion,"CITé MIYON",43.601345,3.88474,,,1
115,3118,Saint-Roch,"SAINT ROCH",43.615204,3.869687,,,1
116,3119,La Pile,"LA PILE",43.617313,3.86811,,,1
117,3120,Maison des Sports,"MAISON DES SPORTS",43.618412,3.864625,,,1
118,3121,Pous de la Sers,"POUSse DE LA SER",43.619106,3.86186,,,1
119,3124,Cinsaults,"CINSAULTS",43.620598,3.856925,,,1
120,3125,Henri Marès,"HENRI, MARèsse",43.620167,3.85382,,,1
121,3126,Louis Ravaz,"LOUIS, RAVASse",43.620106,3.852296,,,1
122,3129,Las Rébès,"LASse RéBESse",43.620804,3.849234,,,1
123,3130,Cévennes,"CéVENNES",43.622097,3.846286,,,1
124,3131,Sainte-Geneviève,"SAINTE GENEUVIEVE",43.62344,3.843945,,,1
125,3135,Alco,"ALCO",43.625603,3.840339,,,1
126,3136,Pierre Viala,"PIERRE VIALA",43.61742,3.854106,,,1
127,3137,Louis Ravaz,"LOUIS, RAVASse",43.619694,3.851419,,,1
128,3138,Occitanie,"OCCITANIE",43.634789,3.848243,,,1
129,3139,Apothicaires,"APOTHIquères",43.641617,3.83493,,,1
130,3140,La Gaillarde,"LA GAILLARDE",43.616264,3.857713,,,1
131,3141,Château d'Ô,"CHATEAU D'eau",43.631283,3.842927,,,1
132,3201,Alco,"ALCO",43.625832,3.839504,,,1
133,3202,Sainte-Geneviève,"SAINTE GENEUVIEVE",43.623028,3.844479,,,1
134,3203,Cévennes,"CéVENNES",43.622025,3.846185,,,1
135,3204,Las Rébès,"LASse RéBESse",43.620743,3.84917,,,1
136,3205,Louis Ravaz,"LOUIS, RAVASse",43.620018,3.852133,,,1
137,3206,Henri Marès,"HENRI, MAResse",43.620113,3.854338,,,1
138,3207,Cinsaults,"CINSAULTS",43.620525,3.856985,,,1
139,3209,Pous de la Sers,"POUSse DE LA SERS",43.619289,3.861159,,,1
140,3210,Maison des Sports,"MAISON DES SPORTS",43.618347,3.864314,,,1
144,3216,Cité Mion,"CITé MIYON",43.600517,3.884693,,,1
145,3217,Iris,"IRIS",43.598473,3.885578,,,1
146,3218,Frédéric Fabrège,"frédéric, FABRèGES",43.59737,3.886488,,,1
147,3219,Lucullus,"LUCULLUS",43.594707,3.888494,,,1
148,3220,Cité de l'Arme,"CITEé DE L'ARME",43.593639,3.889219,,,1
149,3221,Garcia Lorca,"garcia lorca",43.590912,3.890097,,,1
150,3222,Mas Argelliers,"MAS ARGELLIERS",43.586502,3.889075,,,1
151,3223,Saporta,"SAPORTA",43.583603,3.887562,,,1
154,3226,Mas Saint-Pierre,"MAS, Saint PIERRE",43.582111,3.879867,,,1
155,3228,Occitanie,"OCCITANIE",43.634354,3.848602,,,1
156,3229,Louis Ravaz,"LOUIS, RAVASse",43.619659,3.851369,,,1
157,3230,Pierre Viala,"PIERRE VIALA",43.616589,3.854962,,,1
158,3231,La Gaillarde,"LA GAILLARDE",43.616287,3.858641,,,1
159,3232,Apothicaires,"APOTIcaires",43.641678,3.835142,,,1
169,4116,Jean Mermoz,"j'en, MERMOZ",43.612541,3.889349,,,1
175,4124,Roger Salengro,"SALiNGRO",43.632759,3.896261,,,1
176,4125,Mairie de Castelnau,"MAIRIE, DE CASTELNAU",43.633003,3.897431,,,1
178,4127,Castors,"CASTORS",43.63282,3.903875,,,1
186,4135,Saint-Exupéry,"SAINT EXUPéRY",43.641537,3.923202,,,1
187,4136,Place du Forum,"PLace DU FORUM",43.644634,3.923982,,,1
191,4141,Corum,"CORUM",43.614582,3.882303,,,1
194,4161,Sapins,"SAPINS",43.637009,3.910203,,,1
195,4162,Thym,"THYM",43.637955,3.906244,,,1
196,4163,Chênes,"CHENES",43.639046,3.909183,,,1
197,4164,Mûriers,"MURIERS",43.640667,3.911369,,,1
198,4165,Sycomores,"SYCOMORES",43.641857,3.910622,,,1
199,4166,Place de la Monnaie,"PLace DE LA MONNAIE",43.644142,3.910301,,,1
200,4167,Chemin de la Monnaie,"CHemin, de la MONNAIE",43.643562,3.910619,,,1
201,4168,Buissonnets,"BUISSONNETS",43.645504,3.907008,,,1
202,4169,Balestrier,"BALESTRIERS",43.644264,3.903285,,,1
204,4201,Les Aires,"LES AIRES",43.64249,3.89956,,,1
205,4202,Balestrier,"BALESTRIERS",43.644211,3.903234,,,1
206,4203,Buissonnets,"BUISSONNETS",43.645485,3.90707,,,1
207,4204,Chemin de la Monnaie,"CHemin, de la MONNAIE",43.643593,3.910546,,,1
208,4205,Place de la Monnaie,"PLace DE LA MONNAIE",43.644279,3.91023,,,1
209,4206,Sycomores,"SYCOMORES",43.641846,3.91056,,,1
210,4207,Mûriers,"MURIERS",43.640625,3.911652,,,1
211,4208,Chênes,"CHENES",43.639019,3.908984,,,1
212,4209,Thym,"THYM",43.637756,3.906164,,,1
213,4210,Sapins,"SAPINS",43.636906,3.910287,,,1
221,4218,Cimetière,"Cimeutière, Castelnau",43.631985,3.897564,,,1
238,4244,Bagatelle,"Bagatelle",43.595085,3.844174,,,1
242,4263,Place du Forum,"PLace DU FORUM",43.64452,3.923979,,,1
243,4264,Saint-Exupéry,"SAINT EXUPéRY",43.641575,3.923129,,,1
249,5102,Castelle,"CASTELLE",43.586628,3.872173,,,1
250,5103,Passerines,"PASSEuRINES",43.588413,3.872394,,,1
251,5104,Les Pins,"LES PINS",43.590958,3.873476,,,1
254,40202,Le Saint-Georges,"le saint j'orge",43.610607,3.784295,,,1
264,5125,Vert-Bois,"VERT BOIS",43.634731,3.867698,,,1
265,5126,CNRS,"C N R S",43.638836,3.865456,,,1
266,5127,Montmaur,"MONTMAUR",43.640919,3.863544,,,1
268,5161,Lavalette,"LAVALETTE",43.637791,3.869377,,,1
269,5162,Zoo,"ZOO",43.639957,3.873137,,,1
270,13203,Campus Agropolis,"CAMPUS - AGRauPOLISse",43.644665,3.869512,,,1
271,5165,Agropolis,"AGRAUPOLISSE",43.646729,3.86854,,,1
274,5202,Lycée Frédéric Bazille,"LYCéE, Frédéric, basille",43.645576,3.862344,,,1
280,5212,Rondelet,"RONdeu LET",43.604084,3.874844,,,1
289,5228,Castelle,"CASTELLE",43.58662,3.871937,,,1
290,5230,Hortus,"HoRTUSse",43.642967,3.859811,,,1
298,5283,Zoo,"ZOO",43.639904,3.873098,,,1
299,5284,Lavalette,"LAVALETTE",43.637669,3.869225,,,1
309,40102,Le Saint-Georges,"le saint j'orge",43.610607,3.784295,,,1
314,6101,Pas du Loup,"PAdu lou",43.601158,3.848998,,,1
318,6105,Le Grand M,"LE GRAND taime",43.590973,3.854591,,,1
319,6106,Avenue de Toulouse,"AVeunue, DE TOULOUSE",43.591316,3.857704,,,1
320,6107,Ronceray,"RONCERAY",43.593761,3.860317,,,1
322,6109,Guillaume Janvier,"guillaume, janvier",43.597649,3.86454,,,1
324,6115,Universités Sciences et Lettres,"UNIVERSITés des sciences, et lettres",43.629166,3.861386,,,1
325,6116,Eugène Bataillon,"EUgèNE, BATAILLON",43.631462,3.860977,,,1
326,6117,Gascogne,"GASCOGNE",43.634308,3.860013,,,1
328,6119,École d'Architecture,"école, d'ARCHITECTURE",43.637718,3.859114,,,1
329,6120,Maurice Chauvet,"MAURICE CHAUVET",43.638638,3.856514,,,1
330,23159,Pic Saint-Loup,"pique, Saint LOUP",43.639137,3.853532,,,1
332,23259,Pic Saint-Loup,"pique, Saint LOUP",43.639149,3.85326,,,1
333,6203,Maurice Chauvet,"MAURICE CHAUVET",43.638496,3.856832,,,1
334,13124,École d'Architecture,"école, d'ARCHITECTURE",43.637894,3.858277,,,1
335,6205,Gascogne,"GASCOGNE",43.634411,3.859904,,,1
336,6206,Eugène Bataillon,"EUGèNE, BATAILLON",43.631733,3.86034,,,1
339,12230,Saint-Cléophas,"SAINT CLéo PHASse",43.59465,3.875728,,,1
340,6212,Guillaume Janvier,"guillaume, janvier",43.598419,3.865241,,,1
342,6214,Ronceray,"RONCERAY",43.593914,3.860321,,,1
343,6215,Avenue de Toulouse,"AVeunue, DE TOULOUSE",43.591843,3.858089,,,1
344,6216,Le Grand M,"LE GRAND taime",43.590622,3.855262,,,1
352,7101,Saint-Priest,"SAINT PRIEST",43.635159,3.843685,,,1
353,7104,Château d'Ô,"CHATEAU D'eau",43.631931,3.842399,,,1
354,7106,Pléiade,"PLEIADE",43.628513,3.8457,,,1
355,7107,Font Trouvé,"FONT TROUVé",43.626984,3.847677,,,1
356,7108,Gardioles,"GARDIOLES",43.62508,3.850832,,,1
357,7109,Cervantès,"CERVANTèSse",43.622181,3.855037,,,1
358,7110,La Source,"LA SOURCE",43.621075,3.856814,,,1
359,7111,Cité Roger,"CITé, ROGER",43.620445,3.858208,,,1
360,7113,Collège Camille Claudel,"collège, camille claudel",43.616398,3.862035,,,1
361,7114,Sainte-Thérèse,"Sainte THéRèSE",43.614269,3.865183,,,1
362,7115,Paladilhe,"PALADILHE",43.612049,3.867189,,,1
366,7119,Mas de Merle,"MAS, DE MERLE",43.604485,3.8573,,,1
367,7120,Étoile,"éTOILE",43.605183,3.854783,,,1
368,7121,Figairasse,"fi gué rasse",43.60717,3.850419,,,1
369,7122,François Dezeuze,"FRANçOIS, DEZEUZE",43.608654,3.845683,,,1
371,7124,Lycée Jules Ferry,"LYCéE, Jules, FAI Ri",43.608704,3.840971,,,1
372,7125,Martellière,"MARTEu LIERE",43.606712,3.837466,,,1
374,7127,Gustave Eiffel,"GUSTAVE, EIFFEL",43.609257,3.832733,,,1
375,7128,Croix des Rosiers,"CROIX, des ROSIERS",43.610649,3.830939,,,1
376,7129,Grèzes,"GREZES",43.609634,3.827658,,,1
377,7131,La Martelle,"LA MARTELLE",43.607285,3.82657,,,1
378,7132,Hôtel du Département,"Hôtel, du département",43.62183,3.83503,,,1
381,7161,Sophie Germain,"SOPHIE, GERMAIN",43.605034,3.835344,,,1
382,7162,Ormeaux,"ORMEAUX",43.602024,3.833756,,,1
384,7165,Les Bouisses,"LES BOUISSES",43.598625,3.8353,,,1
385,7201,La Martelle,"LA MARTELLE",43.607407,3.826697,,,1
386,7202,Grèzes,"GREZES",43.609756,3.827773,,,1
387,7203,Croix des Rosiers,"CROIX, des ROSIERS",43.610882,3.830437,,,1
390,7206,Martellière,"MARTEu LIERE",43.607178,3.838271,,,1
391,7207,Lycée Jules Ferry,"LYCéE, Jules, FAI Ri",43.608658,3.84092,,,1
393,7209,François Dezeuze,"FRANçOIS, DEZEUZE",43.608597,3.84656,,,1
394,7210,Figairasse,"fi gué rasse",43.607059,3.85054,,,1
395,7211,Étoile,"éTOILE",43.605137,3.854831,,,1
396,7212,Mas de Merle,"MAS, DE MERLE",43.604305,3.857679,,,1
397,7213,Cité Créative,"Cité créative",43.60305,3.862705,,,1
398,7214,Croix du Capitaine,"CRoix, du capitène",43.602043,3.8666,,,1
400,7216,Doria,"DORIA",43.612476,3.867906,,,1
401,7217,Sainte-Thérèse,"SAINTE THéRèSE",43.614113,3.865537,,,1
402,7218,Collège Camille Claudel,"COLLège, Camille CLAUDEL",43.616451,3.862098,,,1
403,7219,Cité Roger,"CITé, ROGER",43.620403,3.858553,,,1
404,7221,La Source,"LA SOURCE",43.621643,3.856012,,,1
405,7222,Cervantès,"CERVANTèsse",43.62299,3.854464,,,1
406,7223,Gardioles,"GARDIOLES",43.624695,3.851973,,,1
407,7224,Mûriers,"MURIERS",43.62619,3.849154,,,1
408,7225,Font Trouvé,"FONT TROUVé",43.626888,3.848071,,,1
409,7226,Pléiade,"PLEIADE",43.628448,3.845872,,,1
410,7228,Saint-Priest,"SAINT PRIEST",43.634468,3.84358,,,1
411,7231,Château d'Ô,"CHATEAU D'eau",43.631283,3.842927,,,1
413,11135,Rondelet,"Rondeu let",43.603264,3.875576,,,1
414,7261,Les Bouisses,"LES BOUISSES",43.598614,3.835398,,,1
415,7262,Ormeaux,"ORMEAUX",43.603012,3.833287,,,1
416,7263,Sophie Germain,"SOPHIE, GERMAIN",43.605068,3.835481,,,1
419,8103,Jean Mirailhet / Tourmalines,"j'en, MIRAILHET",43.595406,3.891333,,,1
420,8104,Collège des Aiguerelles,"Collège, des Aigueurelles",43.597576,3.892246,,,1
421,8105,Chambéry,"CHAMBéRY",43.599319,3.889114,,,1
422,8106,Soleiado,"SOLEIADO",43.600689,3.886454,,,1
424,8110,Ernest Renan,"ERNEST, RENAN",43.615448,3.885358,,,1
425,8111,Pinsons,"PINSONS",43.61869,3.887945,,,1
426,8112,Estragon,"ESTRAGON",43.61869,3.887958,,,1
427,8113,Boulevard des Sports,"boulevard, DES SPORTS",43.619545,3.889825,,,1
430,8116,Palombes,"PALOMBES",43.619495,3.893882,,,1
431,8118,Foyer des Aubes,"FOYER, DES AUBES",43.618454,3.894621,,,1
432,8119,Garigliano,"GARIGL IANO",43.618828,3.89739,,,1
433,8120,Salaison,"SALAISON",43.623875,3.898778,,,1
434,8121,La Pompignane (Les Lacs),"la pompignane, les lac",43.62579,3.900774,,,1
435,8122,Pioch Pelat,"PIOCHe, PELAT",43.626186,3.902455,,,1
437,8124,Mas de Rochet,"MAS, DE ROCHET",43.625881,3.905664,,,1
442,8202,Pioch Pelat,"PIOCHe, PELAT",43.626286,3.901988,,,1
443,8203,La Pompignane (Les Lacs),"la pompignane, les lac",43.624676,3.899543,,,1
444,8204,Salaison,"SALAISON",43.623814,3.898665,,,1
445,8205,Garigliano,"GARIGL IANO",43.618603,3.89726,,,1
446,8206,Foyer des Aubes,"FOYER, DES AUBES",43.618492,3.894869,,,1
447,8208,Palombes,"PALOMBES",43.619755,3.894062,,,1
449,8210,Françoise,"FRANçOISE",43.62006,3.891534,,,1
450,8211,Boulevard des Sports,"boulevard, DES SPORTS",43.6194,3.889251,,,1
451,8212,Estragon,"ESTRAGON",43.618561,3.887756,,,1
452,8213,Pinsons,"PINSONS",43.61718,3.886283,,,1
453,8214,Ernest Renan,"ERNEST, RENAN",43.615448,3.885271,,,1
457,8218,Hélios,"HéLIOSse",43.60099,3.885597,,,1
458,8219,Soleiado,"SOLEIADO",43.600311,3.887001,,,1
459,8220,Chambéry,"CHAMBéRY",43.598869,3.889757,,,1
460,8221,Collège des Aiguerelles,"Collège, des Aigueurelles",43.597561,3.892134,,,1
469,9109,Belvédère,"BELVEDERE",43.617008,3.842414,,,1
470,9110,Saint-Clément,"SAINT CLéMENT",43.617718,3.844388,,,1
471,9111,Las Cazes,"LASse CAZES",43.616096,3.847117,,,1
472,9112,Espérance,"esse Pé RANCE",43.614113,3.850059,,,1
473,9113,Saint-Gabriel,"SAINT GABRIEL",43.614601,3.85246,,,1
474,9114,Las Sorbes,"LASse SORBESse",43.615162,3.854875,,,1
475,9115,Érables,"ERABLES",43.614971,3.856862,,,1
476,9116,Louvain,"LOUVAIN",43.61348,3.858641,,,1
477,9117,Avenue de l'Agriculture,"aveunue, de l'agriculture",43.612106,3.861104,,,1
478,9118,Glycines,"GLYCINES",43.61187,3.863906,,,1
482,9122,Paul Painlevé,"Paul, pinlevé",43.610302,3.898828,,,1
483,9123,Colverts,"colvère",43.613834,3.89817,,,1
484,9124,Saint-Jean,"SAINT j'an",43.615513,3.89777,,,1
485,9125,Marie Durand,"MARIE, DURAND",43.618332,3.898094,,,1
486,9126,André Malraux,"ANDRE MALRAUX",43.619419,3.900438,,,1
487,9129,Semard,"sémard",43.619141,3.903066,,,1
488,9132,Semard,"sémard",43.61916,3.903487,,,1
490,9134,Place de l'Europe,"Place de l'Europe",43.607422,3.894035,,,1
492,9202,André Malraux,"ANDRE MALRAUX",43.619495,3.900254,,,1
493,9203,Marie Durand,"MARIE, DURAND",43.618362,3.897872,,,1
494,9204,Saint-Jean,"SAINT j'an",43.615593,3.897686,,,1
495,9205,Colverts,"colvère",43.613655,3.898115,,,1
496,9206,Paul Painlevé,"Paul, pinlevé",43.610519,3.898648,,,1
499,9209,Paladilhe,"PALADILHE",43.612335,3.866492,,,1
500,9210,Glycines,"GLYCINES",43.611988,3.863142,,,1
501,9211,Avenue de l'Agriculture,"aveunue, de l'agriculture",43.61216,3.861167,,,1
502,9212,Louvain,"LOUVAIN",43.613297,3.858983,,,1
503,9213,Érables,"ERABLES",43.614922,3.857071,,,1
504,9214,Las Sorbes,"LASse SORBESse",43.615269,3.855014,,,1
505,9215,Saint-Gabriel,"SAINT GABRIEL",43.614513,3.851826,,,1
506,9216,Espérance,"Esse Pé RANCE",43.614376,3.849286,,,1
507,9217,Las Cazes,"LASse CAZES",43.616535,3.846646,,,1
508,9218,Saint-Clément,"SAINT CLéMENT",43.617733,3.844475,,,1
509,9219,Belvédère,"BELVEDERE",43.617237,3.842594,,,1
516,9226,Lycée Jean Monnet,"LYCée, Jean MONNET",43.624275,3.835082,,,1
517,9227,Parc Malbosc,"PARC MALBOSC",43.623394,3.830963,,,1
518,9232,Place de l'Europe,"Place DE L'EUROPE",43.60751,3.894137,,,1
519,9234,Léon Blum,"léon bloume",43.60928,3.890387,,,1
523,10103,Maurice Chevalier,"Maurice CHEVALIER",43.628574,3.887223,,,1
524,10104,Roqueturière,"ROQUEuTURIERE",43.63036,3.885614,,,1
525,10105,Bengalis,"BiNGALIS",43.628597,3.882955,,,1
526,10107,Tourterelles,"TOURTERELLES",43.625839,3.878536,,,1
527,10108,Sainte-Catherine,"SAINTE CATHERINE",43.626381,3.87641,,,1
528,10109,Major Flandre,"MAJOR FLANDRE",43.627083,3.872592,,,1
529,10110,Henri Dunant,"HENRI, DU NANT",43.626873,3.869047,,,1
530,10111,Fac de Pharmacie,"FAC DE PHARMACIE",43.623615,3.861658,,,1
531,10112,Voie Domitienne,"VOIE - DOMIcIENNE",43.62225,3.859642,,,1
532,10113,Rièges,"RIèGES",43.619705,3.849353,,,1
533,10114,Jean Calvin,"j'en CAL VIN",43.618656,3.845898,,,1
535,10119,Celleneuve,"celleuneuve",43.616104,3.825872,,,1
538,10122,Goélands,"Goé lan",43.616169,3.903257,,,1
539,10123,Guglielmo Marconi,"GUGLIELMO, MARCONI",43.611389,3.912343,,,1
541,10129,Tonnelles,"TONNELLES",43.613121,3.838847,,,1
543,10136,Saint-Éloi,"SAINT tEt LOI",43.626263,3.865726,,,1
547,10201,Celleneuve,"celleuneuve",43.615944,3.825831,,,1
548,10205,Jean Calvin,"j'en CAL VIN",43.618576,3.845933,,,1
549,10206,Rièges,"RIèGES",43.619591,3.8493,,,1
550,10207,Voie Domitienne,"VOIE - DOMIcIENNE",43.622635,3.860444,,,1
553,10210,Henri Dunant,"HENRI, DU NANT",43.626793,3.86907,,,1
554,10211,Major Flandre,"MAJOR FLANDRE",43.626808,3.874144,,,1
555,10212,Sainte-Catherine,"SAINTE CATHERINE",43.626263,3.876493,,,1
556,10213,Tourterelles,"TOURTERELLES",43.625721,3.878557,,,1
558,10215,Bengalis,"BiNGALIS",43.628658,3.883117,,,1
559,10216,Roqueturière,"ROQUEuTURIERE",43.629852,3.88586,,,1
560,10217,Maurice Chevalier,"Maurice CHEVALIER",43.628242,3.887672,,,1
563,10223,Saint-Éloi,"sAINT tEt LOI",43.6264,3.86693,,,1
564,10224,Fac de Pharmacie,"FAC DE PHARMACIE",43.624626,3.863294,,,1
568,10229,Guglielmo Marconi,"GUGLIELMO, MARCONI",43.611904,3.91237,,,1
569,10230,Goélands,"Goé lan",43.616558,3.903193,,,1
570,10231,Tonnelles,"TONNELLES",43.613377,3.839139,,,1
579,11114,Clolus,"CLOLUSse",43.62875,3.881078,,,1
580,11115,Alpilles,"ALPILLES",43.630226,3.879199,,,1
581,11116,Chantecler,"CHANTEU clère",43.632542,3.87821,,,1
582,11117,Pioch de Boutonnet,"PIOCHe, de BOUTONNET",43.633873,3.877441,,,1
584,11119,Moulin de Gasconnet,"MOULIN, de GASCONNET",43.633923,3.874496,,,1
585,11120,René Bougnol,"RENE BOUGNOL",43.636463,3.874218,,,1
586,11121,Antoine-Laurent de Jussieu,"antoine, laurent de jussieu",43.637321,3.880146,,,1
588,11201,Aiguelongue (Jussieu),"AIGUEuLONGUE, JUSSIEU",43.63847,3.882974,,,1
589,11202,Antoine-Laurent de Jussieu,"antoine, laurent de jussieu",43.63728,3.880046,,,1
590,11203,René Bougnol,"RENE BOUGNOL",43.636478,3.87386,,,1
591,11204,Moulin de Gasconnet,"MOULIN, de GASCONNET",43.633835,3.874556,,,1
593,11206,Pioch de Boutonnet,"PIOCHe, de BOUTONNET",43.6339,3.877355,,,1
594,11207,Chantecler,"CHANTEU CLère",43.632191,3.878212,,,1
595,11208,Alpilles,"ALPILLES",43.629734,3.879582,,,1
596,11209,Clolus,"CLOLUSse",43.628433,3.881415,,,1
610,12106,Maréchal Leclerc,"MARECHAL, leu clère",43.594315,3.885156,,,1
620,12117,Zénith,"ZéNITH",43.612087,3.930996,,,1
622,12119,Cimetière Saint-Étienne,"CIMeutière, saint ETIENNE",43.614952,3.935567,,,1
623,9137,Louis Lépine,"LOUIS, LéPINE",43.615494,3.915773,,,1
626,12201,Grammont,"GRAMMONT",43.614136,3.930645,,,1
627,12202,Cimetière Saint-Étienne,"CIMeutière, saint ETIENNE",43.614895,3.93564,,,1
629,12204,Zénith,"ZéNITH",43.612225,3.930987,,,1
630,12205,Évariste Galois,"EVARISTE GALLOIS",43.609032,3.912687,,,1
635,12210,Centrayrargues,"CENTRAYRARGUES",43.596859,3.880797,,,1
636,12211,Descartes,"DESCARTES",43.596668,3.883538,,,1
637,12212,Razeteurs,"RAZETEURS",43.595573,3.884064,,,1
650,13202,Lycée Frédéric Bazille,"LYCéE, frédéric, basillle",43.644794,3.862298,,,1
652,16202,Appel du 18 Juin,"APPEL, DU 18 JUIN",43.636761,3.830409,,,1
653,16206,Frédéric Bazille,"frédéric, basille",43.602707,3.880522,,,1
655,18101,Cimetière Saint-Laurent,"cimeutière, saint L'eau rang",43.56852,3.899862,,,1
656,18102,Méjean,"MéJ'an",43.567352,3.900374,,,1
657,18103,Mairie,"late - MAIRIE",43.568424,3.904026,,,1
667,44152,Figuière,"figuière",43.534771,3.855941,,,1
668,18121,Saint-Pierre,"SAINT PIERRE",43.572613,3.893458,,,1
669,18119,Montouzères,"MONTOUZèRES",43.568241,3.883658,,,1
670,18122,Montpellieret,"MONTPELLIéRET",43.560368,3.877425,,,1
676,18206,Mairie,"late - MAIRIE",43.568806,3.904419,,,1
678,18208,Cimetière Saint-Laurent,"cimeutière, saint L'eau rang",43.56852,3.899924,,,1
683,18224,Saint-Pierre,"SAINT PIERRE",43.572388,3.894045,,,1
684,18223,Montouzères,"MONTOUZèRES",43.568623,3.884621,,,1
688,18222,Montpellieret,"MONTPELLIéRET",43.560383,3.877475,,,1
690,20101,Château du Terral,"CHATEAU DU TERRAL",43.583157,3.830467,,,1
691,20102,Allée du Bois,"ALLEE DU BOIS",43.582382,3.824598,,,1
695,20106,Saint-Hubéry,"SAINT tu béri",43.573776,3.819774,,,1
696,20107,Roudères,"ROUDèRES",43.575089,3.825644,,,1
702,20116,Castelnau Zone d'Activités,"CASTELNAU, Zone artisanale",43.636017,3.92628,,,1
704,20118,Arènes,"ARENES",43.642822,3.93662,,,1
705,20119,Capri,"CAPRI",43.645817,3.938363,,,1
706,20120,Chênes,"CHENES",43.645271,3.941938,,,1
707,20121,Fernand Rouché,"FERNAND rouché",43.647354,3.941489,,,1
708,20123,Cimetière,"CIMEuTIERE",43.651131,3.940741,,,1
709,20124,Baléares,"BALéARES",43.651321,3.943197,,,1
710,20125,Arbousiers,"ARBOUSIERS",43.654472,3.944673,,,1
711,20126,Jean Jaurès,"j'en JAURESse",43.657333,3.943367,,,1
714,20129,Rocailles,"ROCAILLES",43.656887,3.935714,,,1
718,20136,Substantion,"SUB STANTION",43.649601,3.940277,,,1
720,20205,Rocailles,"ROCAILLES",43.657013,3.935804,,,1
723,20208,Jean Jaurès,"j'en JAURèsse",43.656567,3.9428,,,1
724,20209,Arbousiers,"ARBOUSIERS",43.652809,3.944626,,,1
725,20210,Baléares,"BALéARES",43.651321,3.943681,,,1
726,20211,Cimetière,"CIMEuTIERE",43.651169,3.940606,,,1
727,20212,Substantion,"SUB STANTION",43.649811,3.940035,,,1
729,20214,Fernand Rouché,"FERNAND rouché",43.647484,3.941257,,,1
730,20215,Chênes,"CHENES",43.645115,3.941451,,,1
731,20216,Capri,"CAPRI",43.645988,3.938355,,,1
732,20217,Arènes,"ARENES",43.642998,3.936934,,,1
733,20218,Pointes,"POINTES",43.638851,3.933365,,,1
734,20219,Castelnau Zone d'Activités,"CASTELNAU, Zone artisanale",43.636536,3.927123,,,1
742,20230,Roudères,"ROUDèRES",43.57518,3.825449,,,1
743,20231,Saint-Hubéry,"SAINT tu béri",43.573856,3.819739,,,1
747,20235,Allée du Bois,"ALLEE DU BOIS",43.582367,3.824622,,,1
748,20236,Château du Terral,"CHATEAU DU TERRAL",43.583122,3.830441,,,1
750,21102,Route de Nîmes,"Route, DE NIMES",43.641594,3.942491,,,1
751,21104,Châtaigniers,"CHATAIGNIERS",43.649269,3.956585,,,1
753,21106,Parc Gouneaud,"PAUL, GOU NAUD",43.654129,3.963917,,,1
754,21107,Arènes Roger Itier,"arenes, rogé itié",43.655228,3.967477,,,1
755,21108,Balances,"Bigoss",43.657749,3.968416,,,1
756,21109,Monnaie,"Monnaie",43.661079,3.969997,,,1
757,21110,Devèzes,"DEVEZES",43.662888,3.97047,,,1
758,21111,Frédéric Mistral,"FREDERIC, MISTRAL",43.663807,3.974373,,,1
759,21112,Parc Vendargues,"PARC VENDARGUES",43.660789,3.975363,,,1
760,42293,Amandiers,"Amandié",43.609859,3.801238,,,1
761,21115,Gustave Courbet,"GUSTAVE, COURBET",43.65818,3.976056,,,1
762,21119,Paul Gauguin,"PAUL GAUGUIN",43.655071,3.975484,,,1
763,21120,Albert Dubout,"ALBERT, DUBOUT",43.661831,3.974948,,,1
764,21121,Bigos,"BIGOSS",43.655239,3.949957,,,1
